Date,Name,Year,Letterboxd URI,Rating,Rewatch,Tags,Watched Date
2025-12-07,In the Name of the Father,1993,https://boxd.it/bXKDiT,4.5,,,2025-12-07
2025-12-08,Thiruchitrambalam,2022,https://boxd.it/bXX4HF,4.5,,,2025-12-07
2025-12-09,Charlie,2015,https://boxd.it/bZiaGz,5,,,2025-12-09
2025-12-09,Gandhi,1982,https://boxd.it/bZiblx,4,,,2025-12-09
2025-12-10,The Evil Dead,1981,https://boxd.it/bZmemL,4,,,2025-12-09
2025-12-10,The Great Pre-Wedding Show,2025,https://boxd.it/bZTN3v,3.5,,,2025-12-10
2025-12-11,Volver,2006,https://boxd.it/c0sxx5,4,,,2025-12-11
2025-12-11,Memoir of a Murderer,2017,https://boxd.it/c0xcIL,4,,,2025-12-11
2025-12-12,Megamind,2010,https://boxd.it/c0CmmP,4,,,2025-12-11
2025-12-12,Blood Diamond,2006,https://boxd.it/c17yPr,4,,,2025-12-12
2025-12-13,Chainsaw Man – The Movie: Reze Arc,2025,https://boxd.it/c1dA8L,4,,,2025-12-12
2025-12-13,Close-Up,1990,https://boxd.it/c1OKPz,4.5,,,2025-12-13
2025-12-13,Taken,2008,https://boxd.it/c1QUaZ,4,,,2025-12-13
2025-12-14,Gangs of Wasseypur – Part 2,2012,https://boxd.it/c1WE1J,4.5,,,2025-12-13
2025-12-14,The Great Gatsby,2013,https://boxd.it/c2CKKf,4,,,2025-12-14
2025-12-14,Kandukondain Kandukondain,2000,https://boxd.it/c2Epaf,4,,,2025-12-14
2025-12-14,The Naked Gun,2025,https://boxd.it/c2Hv1T,4,,,2025-12-14
2025-12-15,The Housemaid,2010,https://boxd.it/c2ODHd,3.5,,,2025-12-14
2025-12-16,Sherlock Holmes,2009,https://boxd.it/c3JZ8j,4,,,2025-12-15
2025-12-16,Triangle,2009,https://boxd.it/c3Uqsl,3.5,,,2025-12-15
2025-12-17,The Aviator,2004,https://boxd.it/c4EiLh,4,,,2025-12-16
2025-12-17,The Hitch-Hiker,1953,https://boxd.it/c4Kn2t,3.5,,,2025-12-16
2025-12-17,Thirst,2009,https://boxd.it/c4KT13,3.5,,,2025-12-16
2025-12-17,Rope,1948,https://boxd.it/c4LJi1,5,,,2025-12-16
2025-12-18,Primer,2004,https://boxd.it/c5AlEf,3.5,,,2025-12-17
2025-12-19,Kaantha,2025,https://boxd.it/c7aAaF,4,,,2025-12-19
2025-12-20,Ice Age,2002,https://boxd.it/c8eiMD,5,Yes,,2025-12-20
2025-12-21,The Long Walk,2025,https://boxd.it/c8ll4X,4,,,2025-12-20
2025-12-21,Aaryan,2025,https://boxd.it/c9hEp7,3.5,,,2025-12-21
2025-12-22,Knives Out,2019,https://boxd.it/c9nPCX,4,,,2025-12-21
2025-12-25,Anasuya,2007,https://boxd.it/cdKjzf,4,Yes,,2025-12-25
2025-12-26,Klaus,2019,https://boxd.it/cdS2ol,5,,,2025-12-25
2025-12-26,Wolfwalkers,2020,https://boxd.it/cdVZ8x,3.5,,,2025-12-25
2025-12-27,The Matrix Revolutions,2003,https://boxd.it/cfated,3.5,,,2025-12-26
2025-12-27,Home Alone,1990,https://boxd.it/cfaXY1,4,,,2025-12-26
2025-12-28,Coherence,2013,https://boxd.it/cgg75p,4,,,2025-12-27
2025-12-28,First Blood,1982,https://boxd.it/cgl9oj,3.5,,,2025-12-27
2025-12-28,Glass Onion,2022,https://boxd.it/cgv4yj,4,,,2025-12-27
2025-12-28,The Deer Hunter,1978,https://boxd.it/chlYcR,4.5,,,2025-12-28
2025-12-29,Justice League: The Flashpoint Paradox,2013,https://boxd.it/chBgGv,4,,,2025-12-28
2025-12-30,Monster,2003,https://boxd.it/ciNvOR,4,,,2025-12-29
2025-12-30,Wake Up Dead Man,2025,https://boxd.it/ciTQif,4,,,2025-12-29
2025-12-30,Nuremberg,2025,https://boxd.it/cjTxb9,4,,,2025-12-30
2025-12-31,Train Dreams,2025,https://boxd.it/ck0qvZ,4,,,2025-12-30
2025-12-31,Little Miss Sunshine,2006,https://boxd.it/ckenMV,4,,,2025-12-30
2026-01-01,Dominic and the Ladies' Purse,2025,https://boxd.it/cldMp5,3.5,,,2025-12-31
2026-01-01,Pravinkoodu Shappu,2025,https://boxd.it/clpc0R,3.5,,,2025-12-31
2026-01-02,The Terminal,2004,https://boxd.it/cnu3sl,5,,,2026-01-01
2026-01-03,Slumdog Millionaire,2008,https://boxd.it/cnOYEX,4,,,2026-01-02
2026-01-06,Stranger Things 5: The Finale,2025,https://boxd.it/ctXxzj,3.5,,,2026-01-02
2026-01-04,Eko,2025,https://boxd.it/cpDBvp,4,,,2026-01-03
2026-01-05,Dead Poets Society,1989,https://boxd.it/crk3yf,5,,,2026-01-04
2026-01-06,Blue Valentine,2010,https://boxd.it/ctXDW9,3.5,,,2026-01-05
2026-01-07,Tidal Wave,2009,https://boxd.it/cv1wwl,3.5,,,2026-01-06
2026-01-07,Homework,1989,https://boxd.it/cv6wiN,5,,,2026-01-07
2026-01-08,The Amazing Spider-Man,2012,https://boxd.it/cvqDeN,5,Yes,,2026-01-07
2026-01-08,Mahanati,2018,https://boxd.it/cwaoyv,5,Yes,,2026-01-08
2026-01-09,The Summit of the Gods,2021,https://boxd.it/cwmBxJ,4,,,2026-01-08
2026-01-09,Mission: Impossible – Ghost Protocol,2011,https://boxd.it/cxaQFX,4,Yes,,2026-01-09
2026-01-10,Guy Ritchie's The Covenant,2023,https://boxd.it/cxo7Ar,4,,,2026-01-09
2026-01-10,Tholi Prema,1998,https://boxd.it/cyvmO7,5,Yes,,2026-01-10
2026-01-10,Maryada Ramanna,2010,https://boxd.it/cyvrpB,4.5,Yes,,2026-01-10
2026-01-11,The Green Knight,2021,https://boxd.it/cyFwFz,4,,,2026-01-10
2026-01-12,No Other Choice,2025,https://boxd.it/czW7jB,4,,,2026-01-11
2026-01-13,Chak De! India,2007,https://boxd.it/cBj34H,5,,,2026-01-12
2026-01-13,Midnight Run,1988,https://boxd.it/cC8UlD,5,,,2026-01-13
2026-01-14,Jab We Met,2007,https://boxd.it/cCrLA3,3.5,,,2026-01-13
2026-01-14,Cape Fear,1991,https://boxd.it/cDc6rD,3.5,,,2026-01-14
2026-01-15,Blue Moon,2025,https://boxd.it/cDupQj,4,,,2026-01-14
2026-01-16,Sentimental Value,2025,https://boxd.it/cEjylr,4.5,,,2026-01-15
2026-01-16,Creep,2014,https://boxd.it/cEqYZ7,3,,,2026-01-15
2026-01-16,The Running Man,2025,https://boxd.it/cF7gpF,3.5,,,2026-01-16
2026-01-17,It Was Just an Accident,2025,https://boxd.it/cFbZe1,4,,,2026-01-16
2026-01-17,"Sorry, Baby",2025,https://boxd.it/cFjLRT,4,,,2026-01-16
2026-01-17,Kalamkaval,2025,https://boxd.it/cG7tn7,3.5,,,2026-01-17
2026-01-18,Rekhachithram,2025,https://boxd.it/cHjXKX,3.5,,,2026-01-18
2026-01-19,Eternity,2025,https://boxd.it/cID7J3,4,,,2026-01-19
2026-01-20,KPop Demon Hunters,2025,https://boxd.it/cIJRlD,3.5,,,2026-01-19
2026-01-20,Rush Hour,1998,https://boxd.it/cJI7cx,4,,,2026-01-20
2026-01-21,Master,2021,https://boxd.it/cJV88d,4,Yes,,2026-01-20
2026-01-22,Mana ShankaraVaraPrasad Garu,2026,https://boxd.it/cKQG6f,2.5,,,2026-01-21
2026-01-23,Dhandoraa,2025,https://boxd.it/cLyk5n,3.5,,,2026-01-22
2026-01-23,Rental Family,2025,https://boxd.it/cMmKON,4.5,,,2026-01-23
2026-01-24,The Great Flood,2025,https://boxd.it/cNoF8v,3,,,2026-01-24
2026-01-25,Ronth,2025,https://boxd.it/cOCsTF,4,,,2026-01-25
2026-01-26,Sore: A Wife from the Future,2025,https://boxd.it/cOSWfd,4,,,2026-01-25
2026-01-26,Superboys of Malegaon,2024,https://boxd.it/cPYqMF,4,,,2026-01-26
2026-01-27,Officer on Duty,2025,https://boxd.it/cR9nVF,3.5,,,2026-01-27
2026-01-28,Demon Slayer: Kimetsu no Yaiba Infinity Castle,2025,https://boxd.it/cS6nBN,4,,,2026-01-28
2026-01-30,Together,2025,https://boxd.it/cTaqK1,3.5,,,2026-01-29
2026-01-30,Sirai,2025,https://boxd.it/cTObGD,4,,,2026-01-30
2026-01-30,Dhurandhar,2025,https://boxd.it/cTUPEf,4,,,2026-01-30
2026-01-31,Sarvam Maya,2025,https://boxd.it/cU6YxV,4,,,2026-01-30
2026-01-31,Court: State vs. A Nobody,2025,https://boxd.it/cUTqZp,4,,,2026-01-31
2026-02-01,The Smashing Machine,2025,https://boxd.it/cV45cX,3.5,,,2026-01-31
2026-02-01,Hridayapoorvam,2025,https://boxd.it/cVZgq1,3.5,,,2026-02-01
2026-02-02,Now You See Me: Now You Don't,2025,https://boxd.it/cWhbbV,3,,,2026-02-01
2026-02-03,The Phoenician Scheme,2025,https://boxd.it/cXk6Y9,4,,,2026-02-02
2026-02-03,Die My Love,2025,https://boxd.it/cY1ZR9,3,,,2026-02-03
2026-02-03,Hamnet,2025,https://boxd.it/cYaE65,,,,2026-02-03
2026-02-04,Novocaine,2025,https://boxd.it/cYjyqB,3,,,2026-02-03
2026-02-05,Haq,2025,https://boxd.it/cZ4mkb,4,,,2026-02-04
2026-02-05,The Housemaid,2025,https://boxd.it/cZ7EO5,3,,,2026-02-04
2026-02-05,100 METERS,2025,https://boxd.it/cZSyzd,4.5,,,2026-02-05
2026-02-06,Late Shift,2025,https://boxd.it/cZXGcB,4,,,2026-02-05
2026-02-06,Maranamass,2025,https://boxd.it/d0A9en,3.5,,,2026-02-06
2026-02-06,Rabbit Trap,2025,https://boxd.it/d0G2NH,3,,,2026-02-06
2026-02-07,Twinless,2025,https://boxd.it/d0MPMv,3.5,,,2026-02-06
2026-02-07,The Rajasaab,2026,https://boxd.it/d0SYNz,2.5,,,2026-02-06
2026-02-07,Mickey 17,2025,https://boxd.it/d1BiZN,4,,,2026-02-07
2026-02-08,The Ugly Stepsister,2025,https://boxd.it/d1Kq9N,3,,,2026-02-07
